vrg_id;megnevezes;marka_gyarto;gyartoi_cikkszam;gtin;kategoria_fo;kategoria_al;kategoria_ut;kategoria_forras;kategoria_javaslat_fo;kategoria_javaslat_al;tomeg_kg;egyseg;becsult_netto_ar_huf;becsult_brutto_ar_huf;ar_megfigyeles_datum;gyartoi_termek_link;megjegyzes;kedvenc;daniella_cikkszam;daniella_netto_egysegar_huf;daniella_brutto_egysegar_huf;daniella_listaar_netto_huf;daniella_engedmeny_szazalek;daniella_kiszereles;daniella_kiszereles_mennyiseg;daniella_aktualis_brutto_ar_huf;daniella_keszlet_db;daniella_termek_link;daniella_ar_ellenorizve;rendelesek_szama;osszes_rendelt_mennyiseg;elso_rendeles;utolso_rendeles;legacy_id;forras
VRG-0001;Kiselosztó falonkívüli 4/48 átlátszó ajtóval IP41 PE/N sínnel ABB Mistral41W 1SPE007717F0721;ABB;1SPE007717F0721;8000126153590;Kapcsolóberendezések és szekrények;Lakáselosztók;/Kapcsolóberendezések és szekrények/;daniella-webshop;Elosztók és szekrények;Kiselosztók;2,4;db;37720;47904;2026.07.09;https://search.abb.com/library/Download.aspx?DocumentID=9AKK108468A2420&LanguageCode=en&DocumentPartId=&Action=Launch;;;ABB1SPE007717F0721;37720;47904;;;1 db;1;58420;2;https://daniella.hu/kiseloszto-falonkivuli-4soros-48-modulos-atlatszo-ajtoval-ip41-pe-n-sinnel-abb-mistral41w-1spe007717f0721-id-abb1spe007717f0721;2026-09-20T08:03:21.802Z;1;1;2026.07.09;2026.07.09;ABB1SPE007717F0721;email:visszaigazolas
VRG-0002;Jelenlét érzékelő süllyeszthető 360 PD2-M-1C-DE IP20 92565 B.E.G;B.E.G.;92565;4007529925650;Automatizálás;Mozgás és jelenlétérzékelők;/Épületautomatizálás/Automatizálás/;daniella-webshop;Érzékelők és automatika;Mozgás- és jelenlétérzékelők;0,208;db;25399,66;32258;2026.09.08;http://beg.luxomat.com/bmeall/92565_ce_declaration_of_conformity_en.pdf;;;BEG92565;25399,66;32258;30602;17;1 db;1;38865;34;https://daniella.hu/jelenlet-erzekelo-sullyesztheto-360-pd2-m-1c-de-ip20-92565-id-beg92565;2026-09-20T08:03:22.799Z;1;1;2026.09.08;2026.09.08;BEG92565;email:modositas + pdf:Megrendelés visszaigazolás
VRG-0003;Számítógép vezeték CAT5E UTP Belden 1583E;Belden;1583E;2050000760075;Kábelek, vezetékek;Elektronikai és adatátviteli vezetékek;/Kábelek, vezetékek/;daniella-webshop;Gyengeáram és adathálózat;Adatkábelek;0,046;;;;;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/BELDE1583E_tanusitvany.pdf;;;BELDE1583E;;;;;;;263;127490;https://daniella.hu/szamitogep-vezetek-cat5-e---utp-fali-rez-pvc-belden-1583e-305-id-belde1583e;2026-09-20T08:03:23.933Z;0;0;;;BELDE1583E;xlsx/mail:anyagar_sablon_Laci.xlsx + Anyagok Forgáchba.eml
VRG-0004;(939081 ) Számítógép vezeték CAT5 E - UTP fali réz PVC (0) BELDEN 1583e;Belden;;8719605002082;Kábelek, vezetékek;Elektronikai és adatátviteli vezetékek;/Kábelek, vezetékek/;daniella-webshop;Gyengeáram és adathálózat;Adatkábelek;0,02;fm;161,46;205;2026.09.15;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/BELDE1583EVAGOS_tanusitvany.pdf;;;BELDE1583EVAGOS;161,46;205;207;22;1 fm;1;263;5153;https://daniella.hu/szamitogep-vezetek-cat5-e---utp-fali-rez-pvc-belden-1583e-0-id-belde1583evagos;2026-09-20T08:03:25.092Z;3;140;2026.08.27;2026.09.15;BELDE1583EVAGOS;email:modositas + email:beerkezes + pdf:Megrendelés visszaigazolás
VRG-0005;Műa. doboz 80mm, perforált, tetővel 25863 Budvill;Budvill;25863;4008297258636;Installáció technika;Süllyesztett kötődobozok és fedelek;/Szerelvény- és kötődobozok/Installáció technika/;daniella-webshop;Szerelvény- és kötődobozok;Szerelvénydobozok és fedelek;0,03;db;96,52;123;2026.08.05;;;;BUD25863;96,52;123;;;150 db;150;161;4373;https://daniella.hu/muanyag-doboz-80mm-perforalt-tetovel-25863-budvill-id-bud25863;2026-09-20T08:03:26.087Z;1;10;2026.08.05;2026.08.05;BUD25863;email:visszaigazolas
VRG-0006;MüDN 100 doboz;Budvill;;5998263102997;Installáció technika;Falon kívüli dobozok és fedelek;/Szerelvény- és kötődobozok/Installáció technika/;daniella-webshop;Szerelvény- és kötődobozok;Szerelvénydobozok és fedelek;0,158;db;567,72;721;2026.08.13;;;;BUDT30103;567,72;721;;;1 db;1;948,99;418;https://daniella.hu/mudn-100-doboz-id-budt30103;2026-09-20T08:03:26.985Z;1;5;2026.08.13;2026.08.13;BUDT30103;email:visszaigazolas
VRG-0007;Műa. doboz fedő 65mm, rugós Budvill;Budvill;;9838000000000;Installáció technika;Süllyesztett kötődobozok és fedelek;/Szerelvény- és kötődobozok/Installáció technika/;daniella-webshop;Szerelvény- és kötődobozok;Szerelvénydobozok és fedelek;0,01;db;35,72;45;2026.09.16;;;;BUDT30305;35,72;45;;;200 db;200;59,69;8738;https://daniella.hu/muanyag-doboz-fedo-65mm-rugos-budvill-id-budt30305;2026-09-20T08:03:28.026Z;2;2;2026.09.16;2026.09.16;BUDT30305;email:modositas + email:visszaigazolas
VRG-0008;MüDK Műanyag doboz fedél 100x100;Budvill;;5998263110756;Installáció technika;Süllyesztett kötődobozok és fedelek;/Szerelvény- és kötődobozok/Installáció technika/;daniella-webshop;Szerelvény- és kötődobozok;Szerelvénydobozok és fedelek;0,03;db;44,08;56;2026.07.01;;;;BUDT888666;44,08;56;;;1 db;1;73,66;334;https://daniella.hu/mudk-muanyag-doboz-fedel-100x100-id-budt888666;2026-09-20T08:03:28.898Z;2;10;2026.06.30;2026.07.01;BUDT888666;email:visszaigazolas
VRG-0009;DEHN KSB 50 L10M Korrózióvédő szalag szélesség 50 mm L 10m 556125;DEHN;556125;4013364028517;Villámvédelem;Egyéb;/Földelési rendszerek/Villámvédelem/;daniella-webshop;Villámvédelem és földelés;Földelők és földelő tartozékok;0,56;db;4731,72;6009;2026.09.08;https://www.dehn.hu/store/f/66371898/ZERTIFIKAT/556125_KSB%2050%20L10M_10047721_000_00.pdf;;;DEHN556125;4731,72;6009;;;24 db;24;7154;31;https://daniella.hu/dehn-ksb-50-l10m-korroziovedo-szalag-szelesseg-50-mm-l-10m-556125-id-dehn556125;2026-09-20T08:03:30.086Z;1;1;2026.09.08;2026.09.08;DEHN556125;email:modositas + email:visszaigazolas
VRG-0010;Ha. ceruza 120W 118mm. R7s deLux;deLux;038;5999547610382;;;;;Világítás;Fényforrások;0,00695;db;394,74;501;2026.09.16;https://eprel.ec.europa.eu/api/products/lightsources/978353/fiches?language=HU;;;DEL038;394,74;501;;;50 db;50;517,99;1208;https://daniella.hu/halogen-fenyforras-ceruza-230v-120w-r7s-2220lm-118mm-delux-del038-id-del038;2026-09-20T08:03:30.990Z;1;1;2026.09.16;2026.09.16;DEL038;email:modositas
VRG-0011;LED reflektor 20W 1600lm, 120 fokos mozgásérzékelővel, 4000K, 30x SMD2835 LED, lapos, fekete deLux;deLux;1714;5999562417140;;;;;Világítás;Reflektorok és lámpatestek;0,29;db;5581,4;7088;2026.06.12;https://eprel.ec.europa.eu/api/products/lightsources/1463761/fiches?language=HU;;;DEL1714;5581,4;7088;;;1 db;1;6594,01;845;https://daniella.hu/led-reflektor-20w-1600lm-120-fokos-mozgaserzekelovel-4000k-30x-smd2835-led-lapos-fekete-delux-del1714-id-del1714;2026-09-20T08:03:31.991Z;1;1;2026.06.12;2026.06.12;DEL1714;email:visszaigazolas + pdf:Ajánlat
VRG-0012;LED reflektor 30W mozgásérzékelős, sorkapoccsal, tömszelencével 4000K 2400lm IP65 120 fok SMD, lapos, fekete delux;deLux;1745;5999562417454;;;;;Világítás;Reflektorok és lámpatestek;0,412;db;7559,4;9600;2026.09.08;https://eprel.ec.europa.eu/api/products/lightsources/1527539/fiches?language=HU;;;DEL1745;7559,4;9600;8790;14;1 db;1;8372,01;877;https://daniella.hu/led-reflektor-30w-mozgaserzekelos-sorkapoccsal-tomszelencevel-4000k-2400lm-ip65-120-fok-smd-lapos-fekete-delux-del1745-id-del1745;2026-09-20T08:03:32.901Z;1;1;2026.09.08;2026.09.08;DEL1745;email:modositas + pdf:Megrendelés visszaigazolás
VRG-0013;Műa. doboz 100x100mm fedél nélkül, sárga D-1101 Dunszt;Dunszt;1101;;Installáció technika;Süllyesztett kötődobozok és fedelek;/Szerelvény- és kötődobozok/Installáció technika/;daniella-webshop;Szerelvény- és kötődobozok;Szerelvénydobozok és fedelek;0,04365;db;240,16;305;2026.09.16;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/DUND1101_tanusitvany.jpg;;;DUND1101;240,16;305;;;100 db;100;401;3912;https://daniella.hu/muanyag-doboz-100x100mm-fedel-nelkul-sarga-d-1101-dunszt-id-dund1101;2026-09-20T08:03:34.066Z;2;6;2026.07.03;2026.09.16;DUND1101;email:visszaigazolas
VRG-0014;Műa. doboz fedő 100x100mm D-1102 (D1101 dobozhoz) Dunszt;Dunszt;1102;;Installáció technika;Süllyesztett kötődobozok és fedelek;/Szerelvény- és kötődobozok/Installáció technika/;daniella-webshop;Szerelvény- és kötődobozok;Szerelvénydobozok és fedelek;0,0206;db;139,84;178;2026.09.16;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/DUND1102_tanusitvany.jpg;;;DUND1102;139,84;178;;;50 db;50;234;3667;https://daniella.hu/muanyag-doboz-fedo-100x100mm-d-1102-d1101-dobozhoz-dunszt-id-dund1102;2026-09-20T08:03:35.406Z;1;2;2026.09.16;2026.09.16;DUND1102;email:visszaigazolas
VRG-0015;Műa. doboz 80mm, nem perforált, sárga D-8001 (téglához is);Dunszt;8001;;Installáció technika;Süllyesztett kötődobozok és fedelek;/Szerelvény- és kötődobozok/Installáció technika/;daniella-webshop;Szerelvény- és kötődobozok;Szerelvénydobozok és fedelek;0,017;db;105,64;134;2026.07.01;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/DUND8001_tanusitvany.jpg;;;DUND8001;105,64;134;;;100 db;100;177;5013;https://daniella.hu/muanyag-doboz-80mm-nem-perforalt-sarga-d-8001-teglahoz-is-id-dund8001;2026-09-20T08:03:37.273Z;2;50;2026.06.30;2026.07.01;DUND8001;email:visszaigazolas
VRG-0016;Műa. doboz fedő 80mm, rugós D-8002 Dunszt;Dunszt;8002;5998263114990;Installáció technika;Süllyesztett kötődobozok és fedelek;/Szerelvény- és kötődobozok/Installáció technika/;daniella-webshop;Szerelvény- és kötődobozok;Szerelvénydobozok és fedelek;0,01055;db;72,96;93;2026.07.01;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/DUND8002_tanusitvany.jpg;;;DUND8002;72,96;93;;;200 db;200;122;3973;https://daniella.hu/muanyag-doboz-fedo-80mm-rugos-d-8002-dunszt-id-dund8002;2026-09-20T08:03:38.255Z;2;50;2026.06.30;2026.07.01;DUND8002;email:visszaigazolas
VRG-0017;Műa. doboz 65mm, perforált, sorolható, E-106 (18310) F-Tronic;F-Tronic;18310;4034338900080;Installáció technika;Süllyesztett kötődobozok és fedelek;/Szerelvény- és kötődobozok/Installáció technika/;daniella-webshop;Szerelvény- és kötődobozok;Szerelvénydobozok és fedelek;0,05;db;42,33;54;2026.07.27;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/DUW18310_tanusitvany.pdf;;;DUW18310;42,33;54;;;1 db;1;64,77;10383;https://daniella.hu/muanyag-doboz-65mm-perforalt-sorolhato-e-106-f-tronic-id-duw18310;2026-09-20T08:03:39.217Z;3;110;2026.06.30;2026.07.27;DUW18310;email:visszaigazolas
VRG-0018;Műa. doboz 65mm, perforált, sorolható, 65mm mély, E107 M25 F-Tronic;F-Tronic;;4034338915411;Installáció technika;Süllyesztett kötődobozok és fedelek;/Szerelvény- és kötődobozok/Installáció technika/;daniella-webshop;Szerelvény- és kötődobozok;Szerelvénydobozok és fedelek;0,05;db;63,84;81;2026.07.27;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/DUW18320_tanusitvany.pdf;;;DUW18320;63,84;81;;;1 db;1;107;4890;https://daniella.hu/muanyag-doboz-65mm-perforalt-sorolhato-65mm-mely-e107-m25-f-tronic-id-duw18320;2026-09-20T08:03:40.163Z;3;45;2026.06.30;2026.07.27;DUW18320;email:visszaigazolas
VRG-0019;NBP-1000 Takarólap 45mm, szürke RAL7035 (1m) 275413 (Y7-275413) Eaton;Eaton;275413;4015082754136;Kapcsolóberendezések és szekrények;Szekrény alkatrészek és kiegészítők;/Elosztószekrények és tartozékai/Kapcsolóberendezések és szekrények/;daniella-webshop;Kismegszakítók és védelmek;Sínek és szerelési tartozékok;0,14;db;1149,2;1459;2026.07.31;;;;EAT275413;1149,2;1459;;;1 db;1;2245;11139;https://daniella.hu/nbp-1000-takarolap-45mm-szurke-ral7035-1m-275413-eaton-id-eat275413;2026-09-20T08:03:41.139Z;1;1;2026.07.31;2026.07.31;EAT275413;email:visszaigazolas
VRG-0020;"SMR-M 230V kapcsoló alá szerelhető, Elko Ep, 4377 ; LED izzók és energiatakarékos fénycsövek fényerőszabályzására!";Elko EP;;8595188143776;Szerelvények;Dimmerek;/Szerelvények/;daniella-webshop;Kapcsolók és csatlakozók;Fényerőszabályzók (dimmerek);0,07;db;21395,74;27173;2026.09.08;https://webshop.elkoep.hu/shop_ordered/51791/pic/letoltesek/pdf-ek/minosegi-tanusitvany-smr-m.pdf;;;EKP4377STANDARD;21395,74;27173;25778;17;1 db;1;32738;9;https://daniella.hu/smr-m-230v-kapcsolo-ala-szerelheto-elko-ep-4377-led-izzok-es-energiatakarekos-fenycsovek-fenyeroszabalyzasara-id-ekp4377standard;2026-09-20T08:03:42.076Z;1;1;2026.09.08;2026.09.08;EKP4377STANDARD;email:modositas + pdf:Megrendelés visszaigazolás
VRG-0021;Műa.cső ELS M32 Symalen 32 50fm/tek;ELTSZER;;;Installáció technika;Műanyag védőcsövek;/Villanyszerelési védőcsövek és tartozékai/Installáció technika/;daniella-webshop;Installáció technika;Gégecsövek és védőcsövek;0,24;fm;;;;;;;ELTELSM32;;;;;;;997;6050;https://daniella.hu/mua-cso-els-m32-symalen-32-25-50m-tek-id-eltelsm32;2026-09-20T08:03:43.277Z;1;100;2026.08.27;2026.08.27;ELTELSM32;email:beerkezes + xlsx/mail:anyagar_sablon_Laci.xlsx + Anyagok Forgáchba.eml
VRG-0022;Symalen toldó M32;ELTSZER;;;Installáció technika;Idomok;/Villanyszerelési védőcsövek és tartozékai/Installáció technika/;daniella-webshop;Installáció technika;Csőidomok, bilincsek, tömszelencék;0,05;db;127,68;162;2026.09.15;;;;ELTM32TOLDO;127,68;162;;;15 db;15;213;491;https://daniella.hu/symalen-toldo-m32-id-eltm32toldo;2026-09-20T08:03:44.322Z;1;1;2026.09.15;2026.09.15;ELTM32TOLDO;email:modositas + email:visszaigazolas
VRG-0023;Gégecső lépésálló 16/100 fekete (SGN) 750N FK15 DX15016R Gewiss;Gewiss;DX15016R;8034035440557;Installáció technika;Műanyag védőcsövek;/Villanyszerelési védőcsövek és tartozékai/Installáció technika/;daniella-webshop;Installáció technika;Gégecsövek és védőcsövek;0,0412;fm;79,1;100;2026.07.14;https://www.gewiss.com/content/dam/gwdam/FILE/ZRH/REACH%20Information_Gewiss_20240521.pdf;;;GEWDX15016R;79,1;100;;;100 fm;100;144,01;79400;https://daniella.hu/gegecso-lepesallo-16-100-fekete-750n-fk15-dx15016r-gewiss-id-gewdx15016r;2026-09-20T08:03:45.511Z;3;300;2026.06.30;2026.07.14;GEWDX15016R;email:visszaigazolas
VRG-0024;Gégecső lépésálló 20/100 fekete (SGN) 750N FK15 DX15020R Gewiss;Gewiss;DX15020R;8034035440564;Installáció technika;Műanyag védőcsövek;/Villanyszerelési védőcsövek és tartozékai/Installáció technika/;daniella-webshop;Installáció technika;Gégecsövek és védőcsövek;0,056339;fm;109,06;139;2026.09.08;https://www.gewiss.com/content/dam/gwdam/FILE/ZRH/REACH%20Information_Gewiss_20240521.pdf;;;GEWDX15020R;109,06;139;133;18;100 fm;100;169;165800;https://daniella.hu/gegecso-lepesallo-20-100-fekete-750n-fk15-dx15020r-gewiss-id-gewdx15020r;2026-09-20T08:03:46.453Z;2;300;2026.08.05;2026.09.08;GEWDX15020R;email:modositas + email:visszaigazolas + pdf:Megrendelés visszaigazolás
VRG-0025;Gégecső lépésálló 25/75 fekete (SGN) 750N FK15 DX15025R Gewiss;Gewiss;DX15025R;8034035440571;Installáció technika;Műanyag védőcsövek;/Villanyszerelési védőcsövek és tartozékai/Installáció technika/;daniella-webshop;Installáció technika;Gégecsövek és védőcsövek;0,080127;fm;183,68;233;2026.08.24;https://www.gewiss.com/content/dam/gwdam/FILE/ZRH/REACH%20Information_Gewiss_20240521.pdf;;;GEWDX15025R;183,68;233;;;75 fm;75;284;104550;https://daniella.hu/gegecso-lepesallo-25-75-fekete-750n-fk15-dx15025r-gewiss-id-gewdx15025r;2026-09-20T08:03:47.400Z;2;225;2026.08.05;2026.08.24;GEWDX15025R;email:visszaigazolas
VRG-0026;Gégecső lépésálló 32/50 fekete (SGN) 750N FK15 DX15032R Gewiss;Gewiss;DX15032R;8034035440588;Installáció technika;Műanyag védőcsövek;/Villanyszerelési védőcsövek és tartozékai/Installáció technika/;daniella-webshop;Installáció technika;Gégecsövek és védőcsövek;0,113799;fm;;;;https://www.gewiss.com/content/dam/gwdam/FILE/ZRH/REACH%20Information_Gewiss_20240521.pdf;;;GEWDX15032R;;;;;;;436;36350;https://daniella.hu/gegecso-lepesallo-32-50-fekete-750n-fk15-dx15032r-gewiss-id-gewdx15032r;2026-09-20T08:03:48.288Z;1;50;2026.08.27;2026.08.27;GEWDX15032R;email:beerkezes + xlsx/mail:anyagar_sablon_Laci.xlsx + Anyagok Forgáchba.eml
VRG-0027;Mü.II. cső PEP 25 szürke /3m tokos végű RK9 DX24925 320N (51m/köteg);Gewiss;DX24925;8034035484698;Installáció technika;Műanyag védőcsövek;/Villanyszerelési védőcsövek és tartozékai/Installáció technika/;daniella-webshop;Installáció technika;Gégecsövek és védőcsövek;0,125;fm;169,4;215;2026.06.12;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/GEWDX24925.pdf;;;GEWDX24925;169,4;215;;;3 fm;3;320;29904;https://daniella.hu/mu-ii-cso-pep-25-szurke-3m-tokos-vegu-rk9-dx24925-320n-51m-koteg-id-gewdx24925;2026-09-20T08:03:49.152Z;1;30;2026.06.12;2026.06.12;GEWDX24925;email:visszaigazolas + pdf:Ajánlat
VRG-0028;Karmantyú Mü.II. 16 IP40 szürke hal.mentes DX40016 Gewiss;Gewiss;DX40016;8011564926608;Installáció technika;Toldók;/Villanyszerelési védőcsövek és tartozékai/Installáció technika/;daniella-webshop;Installáció technika;Csőidomok, bilincsek, tömszelencék;0,00023947;db;86,1;109;2026.07.14;https://www.gewiss.com/content/dam/gwdam/FILE/ZAT/MarcaturaCE.pdf;;;GEWDX40016;86,1;109;;;1 db;1;132,99;2921;https://daniella.hu/karmantyu-toldo-mu-ii-16-ip40-szurke-halogenmentes-dx40016-gewiss-id-gewdx40016;2026-09-20T08:03:50.125Z;1;5;2026.07.14;2026.07.14;GEWDX40016;email:visszaigazolas
VRG-0029;Karmantyú Mü.II. 20 IP40 szürke hal.mentes DX40020 Gewiss;Gewiss;DX40020;8011564926622;Installáció technika;Toldók;/Villanyszerelési védőcsövek és tartozékai/Installáció technika/;daniella-webshop;Installáció technika;Csőidomok, bilincsek, tömszelencék;0,0002607;db;90,2;115;2026.09.10;https://www.gewiss.com/content/dam/gwdam/FILE/ZRH/REACH%20Information_Gewiss_20240521.pdf;;;GEWDX40020;90,2;115;;;1 db;1;140;5482;https://daniella.hu/karmantyu-toldo-mu-ii-20-ip40-szurke-halogenmentes-dx40020-gewiss-id-gewdx40020;2026-09-20T08:03:51.022Z;1;5;2026.07.14;2026.07.14;GEWDX40020;email:modositas + email:visszaigazolas
VRG-0030;Karmantyú Mü.II. 25 IP40 szürke hal.mentes DX40025 Gewiss;Gewiss;DX40025;8011564926646;Installáció technika;Toldók;/Villanyszerelési védőcsövek és tartozékai/Installáció technika/;daniella-webshop;Installáció technika;Csőidomok, bilincsek, tömszelencék;0,00055455;db;108,5;138;2026.07.14;https://www.gewiss.com/content/dam/gwdam/FILE/ZRH/REACH%20Information_Gewiss_20240521.pdf;;;GEWDX40025;108,5;138;;;1 db;1;197;1989;https://daniella.hu/karmantyu-toldo-mu-ii-25-ip40-szurke-halogenmentes-dx40025-gewiss-id-gewdx40025;2026-09-20T08:03:51.919Z;1;5;2026.07.14;2026.07.14;GEWDX40025;email:visszaigazolas
VRG-0031;Könyök Mü II 20 IP40 szürke hal.mentes DX40120 Gewiss;Gewiss;DX40120;8011564926714;Installáció technika;Idomok;/Villanyszerelési védőcsövek és tartozékai/Installáció technika/;daniella-webshop;Installáció technika;Csőidomok, bilincsek, tömszelencék;0,00040517;db;142,1;180;2026.07.27;https://www.gewiss.com/content/dam/gwdam/FILE/ZRH/REACH%20Information_Gewiss_20240521.pdf;;;GEWDX40120;142,1;180;;;1 db;1;258;6847;https://daniella.hu/konyok-mu-ii-20-ip40-szurke-halogenmentes-dx40120-gewiss-id-gewdx40120;2026-09-20T08:03:52.873Z;1;4;2026.07.27;2026.07.27;GEWDX40120;email:visszaigazolas
VRG-0032;Könyök Mü.II. 25 IP40 szürke halogénmentes DX40125 Gewiss;Gewiss;DX40125;8011564926738;Installáció technika;Idomok;/Villanyszerelési védőcsövek és tartozékai/Installáció technika/;daniella-webshop;Installáció technika;Csőidomok, bilincsek, tömszelencék;0,0011065;db;264,04;335;2026.07.27;https://www.gewiss.com/content/dam/gwdam/FILE/ZRH/REACH%20Information_Gewiss_20240521.pdf;;;GEWDX40125;264,04;335;;;1 db;1;409;2032;https://daniella.hu/konyok-mu-ii-25-ip40-szurke-halogenmentes-dx40125-gewiss-id-gewdx40125;2026-09-20T08:03:53.875Z;2;9;2026.06.12;2026.07.27;GEWDX40125;email:visszaigazolas + pdf:Ajánlat
VRG-0033;Könyök Mü.II. 25 szürke vizsgálható, szétszedhető, halogénmentes IP40 DX40325 Gewiss;Gewiss;DX40325;8018678008770;Installáció technika;Idomok;/Villanyszerelési védőcsövek és tartozékai/Installáció technika/;daniella-webshop;Installáció technika;Csőidomok, bilincsek, tömszelencék;0,022;db;288,64;367;2026.06.12;https://www.gewiss.com/content/dam/gwdam/FILE/ZAT/MarcaturaCE.pdf;;;GEWDX40325;288,64;367;;;;;465;115;https://daniella.hu/konyok-mu-ii-25-szurke-vizsgalhato-szetszedheto-halogenmentes-ip40-dx40325-gewiss-id-gewdx40325;2026-09-20T08:03:54.814Z;0;0;;;GEWDX40325;pdf:Ajánlat
VRG-0034;Kötődobozhoz egyenes csatlakozó 20-as (csőadapter) IP67 szürke hal.mentes DX43220 Gewiss;Gewiss;DX43220;8018678035400;Installáció technika;Egyéb tartozékok;/Szerelvény- és kötődobozok/Installáció technika/;daniella-webshop;Installáció technika;Csőidomok, bilincsek, tömszelencék;0,0013116;db;478,06;607;2026.09.10;https://www.gewiss.com/content/dam/gwdam/FILE/ZRH/REACH%20Information_Gewiss_20240521.pdf;;;GEWDX43220;478,06;607;;;1 db;1;740;412;https://daniella.hu/kotodobozhoz-egyenes-csatlakozo-20-as-csoadapter-ip67-szurke-halogenmentes-dx43220-gewiss-id-gewdx43220;2026-09-20T08:03:55.721Z;0;0;;;GEWDX43220;email:modositas
VRG-0035;Kiselosztó falonkívüli 4soros, 72 modulos átlátszó ajtóval IP40 PE/N dupla sínnel GW40053BD;Gewiss;GW40053BD;8011564896765;Kapcsolóberendezések és szekrények;Lakáselosztók;/Kapcsolóberendezések és szekrények/;daniella-webshop;Elosztók és szekrények;Kiselosztók;5,54;db;48288,16;61326;2026.09.08;https://www.gewiss.com/content/dam/gwdam/FILE/ZAT/MarcaturaCE.pdf;;;GEWGW40053BD;48288,16;61326;58888;18;1 db;1;74788;18;https://daniella.hu/kiseloszto-falonkivuli-4soros-72-modulos-atlatszo-ajtoval-ip40-pe-n-dupla-sinnel-gw40053bd-id-gewgw40053bd;2026-09-20T08:03:56.624Z;1;1;2026.09.08;2026.09.08;GEWGW40053BD;email:modositas + pdf:Megrendelés visszaigazolás
VRG-0036;GW Kötődoboz sülly. 92x92x45 IP40 GW 48001;Gewiss;GW48001;8011564591424;Installáció technika;Süllyesztett kötődobozok és fedelek;/Szerelvény- és kötődobozok/Installáció technika/;daniella-webshop;Szerelvény- és kötődobozok;Süllyesztett kötődobozok és fedelek;0,00036328;db;317,34;403;2026.07.27;https://www.gewiss.com/content/dam/gwdam/FILE/ZRH/REACH%20Information_Gewiss_20240521.pdf;;;GEWGW48001;317,34;403;;;1 db;1;490,99;2772;https://daniella.hu/kotodoboz-sullyesztett-92x92x45-ip40-gw48001-gewiss-id-gewgw48001;2026-09-20T08:03:57.567Z;1;1;2026.07.27;2026.07.27;GEWGW48001;email:visszaigazolas
VRG-0037;GW Kötődoboz sülly. 118x96x50 IP40 GW 48002;Gewiss;GW48002;8011564016392;Installáció technika;Süllyesztett kötődobozok és fedelek;/Szerelvény- és kötődobozok/Installáció technika/;daniella-webshop;Szerelvény- és kötődobozok;Süllyesztett kötődobozok és fedelek;0,00074758;db;386,22;490;2026.08.13;https://www.gewiss.com/content/dam/gwdam/FILE/ZRH/REACH%20Information_Gewiss_20240521.pdf;;;GEWGW48002;386,22;490;;;1 db;1;598;1323;https://daniella.hu/kotodoboz-sullyesztett-118x96x50-ip40-gw48002-gewiss-id-gewgw48002;2026-09-20T08:03:58.502Z;1;2;2026.08.13;2026.08.13;GEWGW48002;email:visszaigazolas
VRG-0038;GW Kötődoboz sülly. 160x130x70 IP40 GW 48005;Gewiss;GW48005;8011564016422;Installáció technika;Süllyesztett kötődobozok és fedelek;/Szerelvény- és kötődobozok/Installáció technika/;daniella-webshop;Szerelvény- és kötődobozok;Süllyesztett kötődobozok és fedelek;0,156;db;822,5;1045;2026.07.27;https://www.gewiss.com/content/dam/gwdam/FILE/ZRH/REACH%20Information_Gewiss_20240521.pdf;;;GEWGW48005;822,5;1045;;;1 db;1;1492;862;https://daniella.hu/kotodoboz-sullyesztett-160x130x70-ip40-gw48005-gewiss-id-gewgw48005;2026-09-20T08:03:59.435Z;1;1;2026.07.27;2026.07.27;GEWGW48005;email:visszaigazolas
VRG-0039;GW Kötődoboz sülly. 294x152x75 IP40 GW 48007;Gewiss;GW48007;8011564016446;Installáció technika;Süllyesztett kötődobozok és fedelek;/Szerelvény- és kötődobozok/Installáció technika/;daniella-webshop;Szerelvény- és kötődobozok;Süllyesztett kötődobozok és fedelek;0,344;db;1592,5;2022;2026.07.27;https://www.gewiss.com/content/dam/gwdam/FILE/ZRH/REACH%20Information_Gewiss_20240521.pdf;;;GEWGW48007;1592,5;2022;;;1 db;1;2889;257;https://daniella.hu/kotodoboz-sullyesztett-294x152x70-ip40-gw48007-gewiss-id-gewgw48007;2026-09-20T08:04:00.389Z;1;1;2026.07.27;2026.07.27;GEWGW48007;email:visszaigazolas
