vrg_id;megnevezes;marka_gyarto;gyartoi_cikkszam;gtin;kategoria_fo;kategoria_al;kategoria_ut;kategoria_forras;kategoria_javaslat_fo;kategoria_javaslat_al;tomeg_kg;egyseg;becsult_netto_ar_huf;becsult_brutto_ar_huf;ar_megfigyeles_datum;gyartoi_termek_link;megjegyzes;kedvenc;daniella_cikkszam;daniella_netto_egysegar_huf;daniella_brutto_egysegar_huf;daniella_listaar_netto_huf;daniella_engedmeny_szazalek;daniella_kiszereles;daniella_kiszereles_mennyiseg;daniella_aktualis_brutto_ar_huf;daniella_keszlet_db;daniella_termek_link;daniella_ar_ellenorizve;rendelesek_szama;osszes_rendelt_mennyiseg;elso_rendeles;utolso_rendeles;legacy_id;forras
VRG-0122;ASFORA fehér 1xRJ45 Cat5e UTP aljzat, kerettel EPH4300121;Schneider Electric;EPH4300121;3606480526930;Automatizálás;Adat- és telekommunikáció;/Automatizálás/;daniella-webshop;Gyengeáram és adathálózat;Csatlakozók és aljzatok;0,06575;db;2865,75;3640;2026.07.29;https://checkaproduct.se.com/DistantRequestDispatcher.aspx?action=exportPdfReach&pid=268060401&lang=hu-hu;;;SCHEPH4300121;2865,75;3640;;;10 db;10;4853;828;https://daniella.hu/asfora-1xrj45-cat5e-utp-aljzat-kerettel-feher-eph4300121-schneider-id-scheph4300121;2026-09-20T08:05:22.542Z;1;1;2026.07.29;2026.07.29;SCHEPH4300121;email:visszaigazolas
VRG-0123;ASFORA fehér 1xRJ45 Cat6 UTP aljzat, kerettel EPH4700121;Schneider Electric;EPH4700121;3606480527012;Automatizálás;Adat- és telekommunikáció;/Automatizálás/;daniella-webshop;Gyengeáram és adathálózat;Csatlakozók és aljzatok;0,06475;db;4011,2;5094;2026.09.01;https://checkaproduct.se.com/DistantRequestDispatcher.aspx?action=exportPdfReach&pid=268060397&lang=hu-hu;;;SCHEPH4700121;4011,2;5094;;;10 db;10;6368;3907;https://daniella.hu/asfora-1xrj45-cat6-utp-aljzat-kerettel-feher-eph4700121-schneider-id-scheph4700121;2026-09-20T08:05:23.468Z;1;2;2026.09.01;2026.09.01;SCHEPH4700121;email:visszaigazolas
VRG-0124;ASFORA fehér keret 2-es, vízszintes EPH5800221;Schneider Electric;EPH5800221;3606480527180;Szerelvények;Keretek;/Szerelvények/;daniella-webshop;Kapcsolók és csatlakozók;Keretek;0,0215;db;485,6;617;2026.08.31;https://checkaproduct.se.com/DistantRequestDispatcher.aspx?action=exportPdfReach&pid=267739087&lang=hu-hu;;;SCHEPH5800221;485,6;617;;;25 db;25;771;80880;https://daniella.hu/asfora-kettes-keret-vizszintes-feher-eph5800221-schneider-id-scheph5800221;2026-09-20T08:05:24.527Z;2;2;2026.07.27;2026.08.31;SCHEPH5800221;email:visszaigazolas
VRG-0125;ASFORA fehér keret 3-as, vízszintes EPH5800321;Schneider Electric;EPH5800321;3606480527203;Szerelvények;Keretek;/Szerelvények/;daniella-webshop;Kapcsolók és csatlakozók;Keretek;0,0295;db;729,75;927;2026.07.31;https://checkaproduct.se.com/DistantRequestDispatcher.aspx?action=exportPdfReach&pid=267740052&lang=hu-hu;;;SCHEPH5800321;729,75;927;;;15 db;15;1236;28167;https://daniella.hu/asfora-harmas-keret-vizszintes-feher-eph5800321-schneider-id-scheph5800321;2026-09-20T08:05:25.483Z;1;1;2026.07.31;2026.07.31;SCHEPH5800321;email:visszaigazolas
VRG-0126;ASFORA fehér keret 4-es, vízszintes EPH5800421;Schneider Electric;EPH5800421;3606480527227;Szerelvények;Keretek;/Szerelvények/;daniella-webshop;Kapcsolók és csatlakozók;Keretek;0,0395;db;1139,2;1447;2026.09.16;https://checkaproduct.se.com/DistantRequestDispatcher.aspx?action=exportPdfReach&pid=267741347&lang=hu-hu;;;SCHEPH5800421;1139,2;1447;;;1 db;1;1808;8924;https://daniella.hu/asfora-negyes-keret-vizszintes-feher-eph5800421-schneider-id-scheph5800421;2026-09-20T08:05:26.472Z;3;3;2026.07.27;2026.09.16;SCHEPH5800421;email:visszaigazolas
VRG-0127;EASY9 PRO Moduláris csengő, 230VAC EZ9A34223 Schneider;Schneider Electric;EZ9A34223;3606481594044;Energiaelosztás;Egyéb sínre szerelhető moduláris készülékek;/Sínre szerelhető moduláris készülékek/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Moduláris készülékek;0,059;db;4276,8;5432;2026.07.09;;;;SCHEZ9A34223;4276,8;5432;;;12 db;12;6789;62;https://daniella.hu/easy9-pro-modularis-csengo-230vac-ez9a34223-schneider-id-schez9a34223;2026-09-20T08:05:27.638Z;1;1;2026.07.09;2026.07.09;SCHEZ9A34223;email:visszaigazolas
VRG-0128;Kiselosztó falonkívüli 1/12 átlátszó ajtóval IP40 PE/N sínnel Easy9 EU EZ9EUC112;Schneider Electric;EZ9EUC112;3606486370063;Kapcsolóberendezések és szekrények;Lakáselosztók;/Kapcsolóberendezések és szekrények/;daniella-webshop;Elosztók és szekrények;Kiselosztók;0,85;db;4456;5659;2026.08.25;https://checkaproduct.se.com/DistantRequestDispatcher.aspx?action=exportPdfReach&pid=578793989&lang=hu-hu;;;SCHEZ9EUC112;4456;5659;;;1 db;1;7074;1879;https://daniella.hu/kiseloszto-falonkivuli-1soros-12-modulos-fustszinu-ajtoval-ip40-pe-n-sinnel-easy9-eu-ez9euc112-id-schez9euc112;2026-09-20T08:05:28.620Z;1;1;2026.08.25;2026.08.25;SCHEZ9EUC112;email:visszaigazolas
VRG-0129;Kiselosztó falonkívüli 2/24 átlátszó ajtóval IP40 PE/N sínnel Easy9 EU EZ9EUC212;Schneider Electric;EZ9EUC212;3606486370070;Kapcsolóberendezések és szekrények;Lakáselosztók;/Kapcsolóberendezések és szekrények/;daniella-webshop;Elosztók és szekrények;Kiselosztók;1,25;db;8057,6;10233;2026.08.05;https://checkaproduct.se.com/DistantRequestDispatcher.aspx?action=export&pid=578793999&lang=en-us;;;SCHEZ9EUC212;8057,6;10233;;;1 db;1;12791;719;https://daniella.hu/kiseloszto-falonkivuli-2soros-24-modulos-fustszinu-ajtoval-ip40-pe-n-sinnel-easy9-eu-ez9euc212-id-schez9euc212;2026-09-20T08:05:29.494Z;1;1;2026.08.05;2026.08.05;SCHEZ9EUC212;email:visszaigazolas
VRG-0130;Kiselosztó falonkívüli 3/36 átlátszó ajtóval IP40 PE/N sínnel Easy9 EU EZ9EUC312;Schneider Electric;EZ9EUC312;3606486370087;Kapcsolóberendezések és szekrények;Lakáselosztók;/Kapcsolóberendezések és szekrények/;daniella-webshop;Elosztók és szekrények;Kiselosztók;1,7;db;10997,6;13967;2026.08.25;https://checkaproduct.se.com/DistantRequestDispatcher.aspx?action=exportPdfReach&pid=578125411&lang=hu-hu;;;SCHEZ9EUC312;10997,6;13967;;;1 db;1;17458,99;105;https://daniella.hu/kiseloszto-falonkivuli-3soros-36-modulos-fustszinu-ajtoval-ip40-pe-n-sinnel-easy9-eu-ez9euc312-id-schez9euc312;2026-09-20T08:05:30.419Z;1;1;2026.08.25;2026.08.25;SCHEZ9EUC312;email:visszaigazolas
VRG-0131;1B 6A 6kA Schneider EASY9 PRO EZ9F27106 kismegszakító;Schneider Electric;EZ9F27106;3606486825440;Energiaelosztás;Kismegszakítók;/Sínre szerelhető moduláris készülékek/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Kismegszakítók;0,1;db;1228;1560;2026.07.09;https://download.schneider-electric.com/files?p_Doc_Ref=DOC_EU_Easy9-PRO-NH;;;SCHEZ9F27106;1228;1560;;;12 db;12;1949,01;1727;https://daniella.hu/kismegszakito-1b-6a-6ka-easy9-pro-ez9f27106-schneider-id-schez9f27106;2026-09-20T08:05:31.383Z;1;1;2026.07.09;2026.07.09;SCHEZ9F27106;email:visszaigazolas
VRG-0132;1B 10A 6kA Schneider EASY9 PRO EZ9F27110 kismegszakító;Schneider Electric;EZ9F27110;3606486825457;Energiaelosztás;Kismegszakítók;/Sínre szerelhető moduláris készülékek/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Kismegszakítók;0,1;db;1145,6;1455;2026.07.09;https://download.schneider-electric.com/files?p_Doc_Ref=DOC_EU_Easy9-PRO-NH;;;SCHEZ9F27110;1145,6;1455;;;12 db;12;1819;3791;https://daniella.hu/kismegszakito-1b-10a-6ka-easy9-pro-ez9f27110-schneider-id-schez9f27110;2026-09-20T08:05:32.268Z;1;4;2026.07.09;2026.07.09;SCHEZ9F27110;email:visszaigazolas
VRG-0133;1C 6A 6kA Schneider EASY9 PRO EZ9F57106 kismegszakító;Schneider Electric;EZ9F57106;3606486825082;Energiaelosztás;Kismegszakítók;/Sínre szerelhető moduláris készülékek/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Kismegszakítók;0,1;db;1145,6;1455;2026.09.08;https://download.schneider-electric.com/files?p_Doc_Ref=DOC_EU_Easy9-PRO-NH;;;SCHEZ9F57106;1145,6;1455;1432;20;12 db;12;1819;1946;https://daniella.hu/kismegszakito-1c-6a-6ka-easy9-pro-ez9f57106-schneider-id-schez9f57106;2026-09-20T08:05:33.325Z;1;6;2026.09.08;2026.09.08;SCHEZ9F57106;email:modositas + pdf:Megrendelés visszaigazolás
VRG-0134;1C 10A 6kA Schneider EASY9 PRO EZ9F57110 kismegszakító;Schneider Electric;EZ9F57110;3606486825099;Energiaelosztás;Kismegszakítók;/Sínre szerelhető moduláris készülékek/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Kismegszakítók;0,1;db;1063,2;1350;2026.09.08;https://download.schneider-electric.com/files?p_Doc_Ref=DOC_EU_Easy9-PRO-NH;;;SCHEZ9F57110;1063,2;1350;1329;20;12 db;12;1688;7686;https://daniella.hu/kismegszakito-1c-10a-6ka-easy9-pro-ez9f57110-schneider-id-schez9f57110;2026-09-20T08:05:34.207Z;5;22;2026.06.12;2026.09.08;SCHEZ9F57110;email:modositas + email:visszaigazolas + pdf:Megrendelés visszaigazolás + pdf:Ajánlat
VRG-0135;1C 13A 6kA Schneider EASY9 PRO EZ9F57113 kismegszakító;Schneider Electric;EZ9F57113;3606487610632;Energiaelosztás;Kismegszakítók;/Sínre szerelhető moduláris készülékek/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Kismegszakítók;0,107;db;980,8;1246;2026.08.25;https://download.schneider-electric.com/files?p_Doc_Ref=FD25040101_EU1006166-0;;;SCHEZ9F57113;980,8;1246;;;12 db;12;1556,99;62316;https://daniella.hu/kismegszakito-1c-13a-6ka-easy9-pro-ez9f57113-schneider-id-schez9f57113;2026-09-20T08:05:35.154Z;4;23;2026.06.12;2026.08.25;SCHEZ9F57113;email:visszaigazolas + pdf:Ajánlat
VRG-0136;1C 16A 6kA Schneider EASY9 PRO EZ9F57116 kismegszakító;Schneider Electric;EZ9F57116;3606486825105;Energiaelosztás;Kismegszakítók;/Sínre szerelhető moduláris készülékek/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Kismegszakítók;0,104;db;920;1168;2026.09.08;https://download.schneider-electric.com/files?p_Doc_Ref=DOC_EU_Easy9-PRO-NH;;;SCHEZ9F57116;920;1168;1150;20;12 db;12;1460;23155;https://daniella.hu/kismegszakito-1c-16a-6ka-easy9-pro-ez9f57116-schneider-id-schez9f57116;2026-09-20T08:05:36.088Z;6;22;2026.06.12;2026.09.08;SCHEZ9F57116;email:modositas + email:visszaigazolas + pdf:Megrendelés visszaigazolás + pdf:Ajánlat
VRG-0137;1C 20A 6kA Schneider EASY9 PRO EZ9F57120 kismegszakító;Schneider Electric;EZ9F57120;3606486825112;Energiaelosztás;Kismegszakítók;/Sínre szerelhető moduláris készülékek/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Kismegszakítók;0,104;db;919,5;1168;2026.08.17;https://download.schneider-electric.com/files?p_Doc_Ref=DOC_EU_Easy9-PRO-NH;;;SCHEZ9F57120;919,5;1168;;;12 db;12;1556,99;16760;https://daniella.hu/kismegszakito-1c-20a-6ka-easy9-pro-ez9f57120-schneider-id-schez9f57120;2026-09-20T08:05:37.009Z;1;1;2026.08.17;2026.08.17;SCHEZ9F57120;email:visszaigazolas
VRG-0138;2C 6A 6kA Schneider EASY9 PRO EZ9F57206 kismegszakító;Schneider Electric;EZ9F57206;3606486825174;Energiaelosztás;Kismegszakítók;/Sínre szerelhető moduláris készülékek/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Kismegszakítók;0,202;db;2628,8;3339;2026.09.08;https://download.schneider-electric.com/files?p_Doc_Ref=DOC_EU_Easy9-PRO-NH;;;SCHEZ9F57206;2628,8;3339;3286;20;6 db;6;4173;230;https://daniella.hu/kismegszakito-2c-6a-6ka-easy9-pro-ez9f57206-schneider-id-schez9f57206;2026-09-20T08:05:37.947Z;1;1;2026.09.08;2026.09.08;SCHEZ9F57206;email:modositas + pdf:Megrendelés visszaigazolás
VRG-0139;2C 10A 6kA Schneider EASY9 PRO EZ9F57210 kismegszakító;Schneider Electric;EZ9F57210;3606486825181;Energiaelosztás;Kismegszakítók;/Sínre szerelhető moduláris készülékek/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Kismegszakítók;0,206;db;2546,4;3234;2026.07.24;https://download.schneider-electric.com/files?p_Doc_Ref=DOC_EU_Easy9-PRO-NH;;;SCHEZ9F57210;2546,4;3234;;;6 db;6;4042;3577;https://daniella.hu/kismegszakito-2c-10a-6ka-easy9-pro-ez9f57210-schneider-id-schez9f57210;2026-09-20T08:05:38.828Z;2;2;2026.07.09;2026.07.24;SCHEZ9F57210;email:visszaigazolas
VRG-0140;2C 13A 6kA Schneider EASY9 PRO EZ9F57213 kismegszakító;Schneider Electric;EZ9F57213;3606487610670;Energiaelosztás;Kismegszakítók;/Sínre szerelhető moduláris készülékek/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Kismegszakítók;0,213;db;2464;3129;2026.08.24;https://download.schneider-electric.com/files?p_Doc_Ref=FD25040101_EU1006166-0;;;SCHEZ9F57213;2464;3129;;;6 db;6;3911,99;1384;https://daniella.hu/kismegszakito-2c-13a-6ka-easy9-pro-ez9f57213-schneider-id-schez9f57213;2026-09-20T08:05:39.761Z;2;8;2026.07.09;2026.08.24;SCHEZ9F57213;email:visszaigazolas + xlsx/mail:deseo2 másolata.xlsx
VRG-0141;2C 16A 6kA Schneider EASY9 PRO EZ9F57216 kismegszakító;Schneider Electric;EZ9F57216;3606486825198;Energiaelosztás;Kismegszakítók;/Sínre szerelhető moduláris készülékek/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Kismegszakítók;0,21;db;2381,6;3025;2026.07.09;https://download.schneider-electric.com/files?p_Doc_Ref=DOC_EU_Easy9-PRO-NH;;;SCHEZ9F57216;2381,6;3025;;;6 db;6;3781,01;471;https://daniella.hu/kismegszakito-2c-16a-6ka-easy9-pro-ez9f57216-schneider-id-schez9f57216;2026-09-20T08:05:40.680Z;1;1;2026.07.09;2026.07.09;SCHEZ9F57216;email:visszaigazolas
VRG-0142;3C 16A 6kA Schneider EASY9 PRO EZ9F57316 kismegszakító;Schneider Electric;EZ9F57316;3606486825280;Energiaelosztás;Kismegszakítók;/Sínre szerelhető moduláris készülékek/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Kismegszakítók;0,31;db;3314,25;4209;2026.08.18;https://download.schneider-electric.com/files?p_Doc_Ref=DOC_EU_Easy9-PRO-NH;;;SCHEZ9F57316;3314,25;4209;;;4 db;4;5612;2210;https://daniella.hu/kismegszakito-3c-16a-6ka-easy9-pro-ez9f57316-schneider-id-schez9f57316;2026-09-20T08:05:41.565Z;2;2;2026.06.12;2026.08.18;SCHEZ9F57316;email:visszaigazolas + pdf:Ajánlat
VRG-0143;3C 20A 6kA Schneider EASY9 PRO EZ9F57320 kismegszakító;Schneider Electric;EZ9F57320;3606486825297;Energiaelosztás;Kismegszakítók;/Sínre szerelhető moduláris készülékek/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Kismegszakítók;0,31;db;3617,6;4594;2026.08.25;https://download.schneider-electric.com/files?p_Doc_Ref=DOC_EU_Easy9-PRO-NH;;;SCHEZ9F57320;3617,6;4594;;;4 db;4;5743;3653;https://daniella.hu/kismegszakito-3c-20a-6ka-easy9-pro-ez9f57320-schneider-id-schez9f57320;2026-09-20T08:05:42.920Z;2;2;2026.08.18;2026.08.25;SCHEZ9F57320;email:visszaigazolas
VRG-0144;4C 20A 6kA Schneider EASY9 PRO EZ9F57420 kismegszakító;Schneider Electric;EZ9F57420;3606486825389;Energiaelosztás;Kismegszakítók;/Sínre szerelhető moduláris készülékek/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Kismegszakítók;0,416;db;5183,2;6583;2026.06.12;https://download.schneider-electric.com/files?p_Doc_Ref=DOC_EU_Easy9-PRO-NH;;;SCHEZ9F57420;5183,2;6583;;;3 db;3;8228;48;https://daniella.hu/kismegszakito-4c-20a-6ka-easy9-pro-ez9f57420-schneider-id-schez9f57420;2026-09-20T08:05:43.895Z;1;1;2026.06.12;2026.06.12;SCHEZ9F57420;email:visszaigazolas + pdf:Ajánlat
VRG-0145;4C 32A 6kA Schneider EASY9 PRO EZ9F57432 kismegszakító;Schneider Electric;EZ9F57432;3606486825402;Energiaelosztás;Kismegszakítók;/Sínre szerelhető moduláris készülékek/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Kismegszakítók;0,418;db;5595,2;7106;2026.09.08;https://download.schneider-electric.com/files?p_Doc_Ref=DOC_EU_Easy9-PRO-NH;;;SCHEZ9F57432;5595,2;7106;6994;20;3 db;3;8882;51;https://daniella.hu/kismegszakito-4c-32a-6ka-easy9-pro-ez9f57432-schneider-id-schez9f57432;2026-09-20T08:05:45.047Z;1;1;2026.09.08;2026.09.08;SCHEZ9F57432;email:modositas + pdf:Megrendelés visszaigazolás
VRG-0146;EASY9 PRO áram-védőkapcsoló, A osztály, 2P, 25A, 30 mA EZ9R49225 Schneider;Schneider Electric;EZ9R49225;3606487197928;Energiaelosztás;Áram-védőkapcsolók (Fi relé);/Sínre szerelhető moduláris készülékek/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Áram-védőkapcsolók (FI);0,211;db;10209,6;12966;2026.07.09;https://download.schneider-electric.com/files?p_Doc_Ref=FD24013001;;;SCHEZ9R49225;10209,6;12966;;;6 db;6;16207,99;1487;https://daniella.hu/easy9-pro-aram-vedokapcsolo-a-osztaly-2p-25a-30-ma-ez9r49225-schneider-id-schez9r49225;2026-09-20T08:05:45.942Z;2;2;2026.06.12;2026.07.09;SCHEZ9R49225;email:visszaigazolas + pdf:Ajánlat
VRG-0147;FI relé 40/2-0,03 EASY9 PRO, A osztály!!! EZ9R49240 Schneider;Schneider Electric;EZ9R49240;3606487197935;Energiaelosztás;Áram-védőkapcsolók (Fi relé);/Sínre szerelhető moduláris készülékek/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Áram-védőkapcsolók (FI);0,211;db;10704;13594;2026.08.25;https://download.schneider-electric.com/files?p_Doc_Ref=FD24013001;;;SCHEZ9R49240;10704;13594;;;6 db;6;16992,99;1967;https://daniella.hu/easy9-pro-aram-vedokapcsolo-a-osztaly-2p-40a-30-ma-ez9r49240-schneider-id-schez9r49240;2026-09-20T08:05:46.909Z;2;2;2026.07.21;2026.08.25;SCHEZ9R49240;email:visszaigazolas
VRG-0148;EASY9 PRO áram-védőkapcsoló, A osztály, 4P, 25A, 30 mA EZ9R49425 Schneider;Schneider Electric;EZ9R49425;3606486822845;Energiaelosztás;Áram-védőkapcsolók (Fi relé);/Sínre szerelhető moduláris készülékek/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Áram-védőkapcsolók (FI);0,355;db;10973,3;13936;2026.06.12;https://download.schneider-electric.com/files?p_Doc_Ref=FD24013001;;;SCHEZ9R49425;10973,3;13936;;;3 db;3;21440;1095;https://daniella.hu/easy9-pro-aram-vedokapcsolo-a-osztaly-4p-25a-30-ma-ez9r49425-schneider-id-schez9r49425;2026-09-20T08:05:48.004Z;1;1;2026.06.12;2026.06.12;SCHEZ9R49425;email:visszaigazolas + pdf:Ajánlat
VRG-0149;EASY9 PRO áram-védőkapcsoló, A osztály, 4P, 40A, 30 mA EZ9R49440 Schneider;Schneider Electric;EZ9R49440;3606486822852;Energiaelosztás;Áram-védőkapcsolók (Fi relé);/Sínre szerelhető moduláris készülékek/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Áram-védőkapcsolók (FI);0,355;db;14000;17780;2026.09.08;https://download.schneider-electric.com/files?p_Doc_Ref=FD24013001;;;SCHEZ9R49440;14000;17780;17500;20;3 db;3;22225;217;https://daniella.hu/easy9-pro-aram-vedokapcsolo-a-osztaly-4p-40a-30-ma-ez9r49440-schneider-id-schez9r49440;2026-09-20T08:05:48.911Z;4;4;2026.07.21;2026.09.08;SCHEZ9R49440;email:modositas + email:visszaigazolas + pdf:Megrendelés visszaigazolás
VRG-0150;1B 10A 4,5kA Schneider RESI9 R9F04110 kismegszakító;Schneider Electric;R9F04110;3606480553455;Energiaelosztás;Kismegszakítók;/Sínre szerelhető moduláris készülékek/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Kismegszakítók;0,1057;db;1240,8;1576;2026.07.21;https://checkaproduct.se.com/DistantRequestDispatcher.aspx?action=exportPdfReach&pid=267999976&lang=hu-hu;;;SCHR9F04110;1240,8;1576;;;12 db;12;1970;539;https://daniella.hu/kismegszakito-1b-10a-4-5ka-resi9-r9f04110-schneider-id-schr9f04110;2026-09-20T08:05:49.856Z;1;1;2026.07.21;2026.07.21;SCHR9F04110;email:visszaigazolas
VRG-0151;1C 13A 4,5kA Schneider RESI9 R9F14113 kismegszakító;Schneider Electric;R9F14113;3606480939662;Energiaelosztás;Kismegszakítók;/Sínre szerelhető moduláris készülékek/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Kismegszakítók;0,106;db;1182,4;1502;2026.07.21;https://checkaproduct.se.com/DistantRequestDispatcher.aspx?action=exportPdfReach&pid=432231626&lang=hu-hu;;;SCHR9F14113;1182,4;1502;;;12 db;12;1877;880;https://daniella.hu/kismegszakito-1c-13a-4-5ka-resi9-r9f14113-schneider-id-schr9f14113;2026-09-20T08:05:57.623Z;1;15;2026.07.21;2026.07.21;SCHR9F14113;email:visszaigazolas
VRG-0152;1C 16A 4,5kA Schneider RESI9 R9F14116 kismegszakító;Schneider Electric;R9F14116;3606480553578;Energiaelosztás;Kismegszakítók;/Sínre szerelhető moduláris készülékek/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Kismegszakítók;0,106;db;1125,6;1430;2026.07.21;https://checkaproduct.se.com/DistantRequestDispatcher.aspx?action=exportPdfReach&pid=268000001&lang=hu-hu;;;SCHR9F14116;1125,6;1430;;;12 db;12;1787;366;https://daniella.hu/kismegszakito-1c-16a-4-5ka-resi9-r9f14116-schneider-id-schr9f14116;2026-09-20T08:05:59.069Z;1;7;2026.07.21;2026.07.21;SCHR9F14116;email:visszaigazolas
VRG-0153;3C 20A 4,5kA Schneider RESI9 R9F14320 kismegszakító;Schneider Electric;R9F14320;3606480553769;Energiaelosztás;Kismegszakítók;/Sínre szerelhető moduláris készülékek/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Kismegszakítók;0,32543;db;4255,2;5404;2026.07.21;https://checkaproduct.se.com/DistantRequestDispatcher.aspx?action=exportPdfReach&pid=268000039&lang=hu-hu;;;SCHR9F14320;4255,2;5404;;;4 db;4;6755;132;https://daniella.hu/kismegszakito-3c-20a-4-5ka-resi9-r9f14320-schneider-id-schr9f14320;2026-09-20T08:06:00.130Z;1;1;2026.07.21;2026.07.21;SCHR9F14320;email:visszaigazolas
VRG-0154;Fésűs sín 1P villás, 12 modul, 63A, RESI9 R9XFH112 Schneider;Schneider Electric;R9XFH112;3606480515859;Energiaelosztás;Sorolósínek;/Áramelosztás/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Sínek és szerelési tartozékok;0,0429;db;1272;1615;2026.09.16;https://checkaproduct.se.com/DistantRequestDispatcher.aspx?action=exportPdfReach&pid=258422227&lang=hu-hu;;;SCHR9XFH112;1272;1615;1590;20;10 db;10;2019;535;https://daniella.hu/fesus-sin-villas-1p-12-osztas-resi9-r9xfh112-schneider-id-schr9xfh112;2026-09-20T08:06:01.137Z;6;14;2026.06.12;2026.09.16;SCHR9XFH112;email:modositas + email:visszaigazolas + pdf:Megrendelés visszaigazolás + pdf:Ajánlat
VRG-0155;Fésűs sín 3P villás, 12 modul, 63A RESI9 R9XFH312 Schneider;Schneider Electric;R9XFH312;3606480515910;Energiaelosztás;Sorolósínek;/Áramelosztás/Energiaelosztás/;daniella-webshop;Kismegszakítók és védelmek;Sínek és szerelési tartozékok;0,082;db;3032;3851;2026.07.21;https://checkaproduct.se.com/DistantRequestDispatcher.aspx?action=exportPdfReach&pid=258422233&lang=hu-hu;;;SCHR9XFH312;3032;3851;;;5 db;5;4813;163;https://daniella.hu/fesus-sin-villas-3p-12-osztas-resi9-r9xfh312-schneider-id-schr9xfh312;2026-09-20T08:06:02.243Z;2;7;2026.06.12;2026.07.21;SCHR9XFH312;email:visszaigazolas + pdf:Ajánlat
VRG-0156;Védővezető csatlakozó PE12 (zöld) 12/Z (300254) SEZ;SEZ;;8585007358085;Kapcsolóberendezések és szekrények;Szigetelt keresztösszekötők, dugaszolható áthidalók;/Sínre szerelhető csatlakozókapcsok/Kapcsolóberendezések és szekrények/;daniella-webshop;Kismegszakítók és védelmek;Sínek és szerelési tartozékok;0,042;db;611,72;777;2026.07.21;http://old.sez.sk/sites/default/files/certificates/843_k3_2018_en.pdf;;;SEZ1000580800;611,72;777;;;1 db;1;947;360;https://daniella.hu/vedovezeto-csatlakozo-pe12-zold-12-z-300254-sez-id-sez1000580800;2026-09-20T08:06:03.154Z;1;1;2026.07.21;2026.07.21;SEZ1000580800;email:visszaigazolas
VRG-0157;Nullvezető csatlakozó N12 (kék) 12/N 12/N (300255) SEZ;SEZ;;8585007358092;Kapcsolóberendezések és szekrények;Szigetelt keresztösszekötők, dugaszolható áthidalók;/Sínre szerelhető csatlakozókapcsok/Kapcsolóberendezések és szekrények/;daniella-webshop;Kismegszakítók és védelmek;Sínek és szerelési tartozékok;0,042;db;611,72;777;2026.07.21;http://old.sez.sk/sites/default/files/certificates/843_k3_2018_en.pdf;;;SEZ1000580900;611,72;777;;;1 db;1;947;300;https://daniella.hu/nullvezeto-csatlakozo-n12-kek-12-n-12-n-300255-sez-id-sez1000580900;2026-09-20T08:06:04.106Z;1;1;2026.07.21;2026.07.21;SEZ1000580900;email:visszaigazolas
VRG-0158;Kötődoboz sima falú 190x140x70 S- BOX 416 (400363) SEZ;SEZ;;8584128108142;Installáció technika;Falon kívüli dobozok és fedelek;/Szerelvény- és kötődobozok/Installáció technika/;daniella-webshop;Szerelvény- és kötődobozok;Falon kívüli kötődobozok;0,318;db;1975,63;2509;2026.09.08;http://old.sez.sk/sites/default/files/certificates/873_k4_2019_en.pdf;;;SEZ1001081400;1975,63;2509;2677;26,2;20 db;20;3400,01;530;https://daniella.hu/kotodoboz-sima-falu-190x140x70-s-box-416-400363-sez-id-sez1001081400;2026-09-20T08:06:05.605Z;1;4;2026.09.08;2026.09.08;SEZ1001081400;email:modositas + pdf:Megrendelés visszaigazolás
