bizonylat;datum;tipus;vrg_id;daniella_cikkszam;megnevezes_a_bizonylaton;mennyiseg;egyseg_kiszereles;netto_egysegar_huf;brutto_ertek_huf;hivatkozas;forras_fajl
14406/26VRD1;2026.09.07;visszaigazolas;VRG-0168;STI1784;Multikapocs, Vario összekötő horganyzott M10 Rd8-10 BLKLEUNIVZ2-10VK-40 STI1784;1,00 db;1 db;435,16;553;;Rendelés visszaigazolás (Hefler Tamás) (4).eml
14406/26VRD1;2026.09.07;visszaigazolas;VRG-0172;STI671;Szemes csősaru ST- 50-10 Stilo (STI671);1,00 db;50 db;481,6;612;;Rendelés visszaigazolás (Hefler Tamás) (4).eml
14406/26VRD1;2026.09.07;visszaigazolas;VRG-0045;HAU290662;Ónozott saru (SZ 10-10) 290662 Haupa;1,00 db;100 db;85,6;109;;Rendelés visszaigazolás (Hefler Tamás) (4).eml
14406/26VRD1;2026.09.07;visszaigazolas;VRG-0165;STI1501;Kötődoboz 100x100x70 sima falú IP65 Stilo (STI1501) /S-BOX helyett/;1,00 db;1 db;575,34;731;;Rendelés visszaigazolás (Hefler Tamás) (4).eml
09293/26VRB;2026.09.10;visszaigazolas;VRG-0197;VEZ1600012;H07V-U 1x 1,5 fekete (100);100,00 fm;100 fm;79,31;10072;;Rendelés visszaigazolás (Hefler Tamás) (5).eml
09293/26VRB;2026.09.10;visszaigazolas;VRG-0103;OBO2149010;Csőbilincs D-20 OBO M20 2955 /Mü.II/ Quick 2149010;20,00 db;100 db;31,6;803;;Rendelés visszaigazolás (Hefler Tamás) (5).eml
09293/26VRB;2026.09.10;visszaigazolas;VRG-0029;GEWDX40020;Karmantyú Mü.II. 20 IP40 szürke hal.mentes DX40020 Gewiss;10,00 db;1 db;90,2;1146;;Rendelés visszaigazolás (Hefler Tamás) (5).eml
09293/26VRB;2026.09.10;visszaigazolas;VRG-0197;VEZ1600012;H07V-U 1x 1,5 fekete (100);100,00 fm;100 fm;79,31;10072;;Rendelés visszaigazolás (Hefler Tamás) (6).eml
09293/26VRB;2026.09.10;visszaigazolas;VRG-0103;OBO2149010;Csőbilincs D-20 OBO M20 2955 /Mü.II/ Quick 2149010;20,00 db;100 db;31,6;803;;Rendelés visszaigazolás (Hefler Tamás) (6).eml
09293/26VRB;2026.09.10;visszaigazolas;VRG-0029;GEWDX40020;Karmantyú Mü.II. 20 IP40 szürke hal.mentes DX40020 Gewiss;10,00 db;1 db;90,2;1146;;Rendelés visszaigazolás (Hefler Tamás) (6).eml
14129/26VRD1;2026.09.01;visszaigazolas;VRG-0065;KOPKPL64502LDNA;Gipszkarton doboz 2-es, 49mm mély, sárga , légtömített KPL 64-50/2LD NA Kopos;2,00 db;1 db;876;2225;;Rendelés visszaigazolás (Hefler Tamás) (7).eml
14129/26VRD1;2026.09.01;visszaigazolas;VRG-0066;KOPKPL64503LDNA;Gipszkarton doboz 3-as, 49mm mély, sárga, légtömített KPL 64-50/3LD NA Kopos;4,00 db;1 db;1239;6294;;Rendelés visszaigazolás (Hefler Tamás) (7).eml
14129/26VRD1;2026.09.01;visszaigazolas;VRG-0067;KOPKPL64505LDNA;Gipszkarton doboz 5-ös, 50mm mély, sárga, légtömített KPL 64-50/5LD NA Kopos;2,00 db;1 db;1857,75;4719;;Rendelés visszaigazolás (Hefler Tamás) (7).eml
14129/26VRD1;2026.09.01;visszaigazolas;VRG-0120;SCHEPH3100121;ASFORA fehér 2P+F CSF csapfedeles kerettel EPH3100121;2,00 db;10 db;1996,8;5072;;Rendelés visszaigazolás (Hefler Tamás) (7).eml
14129/26VRD1;2026.09.01;visszaigazolas;VRG-0123;SCHEPH4700121;ASFORA fehér 1xRJ45 Cat6 UTP aljzat, kerettel EPH4700121;2,00 db;10 db;4011,2;10188;;Rendelés visszaigazolás (Hefler Tamás) (7).eml
14129/26VRD1;2026.09.01;visszaigazolas;VRG-0162;STI1012;Gipszkarton doboz 1-es, d68mm, 47mm mély, narancssárga (E-115 18345 helyett) STI1012 Stilo;13,00 db;10 db;162,54;2684;;Rendelés visszaigazolás (Hefler Tamás) (7).eml
13971/26VRD1;2026.08.31;visszaigazolas;VRG-0124;SCHEPH5800221;ASFORA fehér keret 2-es, vízszintes EPH5800221;1,00 db;25 db;485,6;617;;Rendelés visszaigazolás (Hefler Tamás) (8).eml
13635/26VRD1;2026.08.25;visszaigazolas;VRG-0110;POL2080136;Fővezeték sorkapocs 2x 25/2x16mm2 szürke HLAK 25-1/2 M2, 2080136 Pollmann;1,00 db;1 db;927,11;1177;;Rendelés visszaigazolás (Hefler Tamás) (9).eml
13635/26VRD1;2026.08.25;visszaigazolas;VRG-0111;POL2080137;Fővezeték sorkapocs 2x 25/2x16mm2 kék HLAK 25-1/2 M2, 2080137 Pollmann;1,00 db;1 db;927,11;1177;;Rendelés visszaigazolás (Hefler Tamás) (9).eml
13635/26VRD1;2026.08.25;visszaigazolas;VRG-0112;POL2080138;Fővezeték sorkapocs 2x 25/2x16mm2 z/s HLAK 25-1/2 M2, 2080138 Pollmann;1,00 db;1 db;927,11;1177;;Rendelés visszaigazolás (Hefler Tamás) (9).eml
13635/26VRD1;2026.08.25;visszaigazolas;VRG-0128;SCHEZ9EUC112;Kiselosztó falonkívüli 1/12 átlátszó ajtóval IP40 PE/N sínnel Easy9 EU EZ9EUC112;1,00 db;1 db;4456;5659;;Rendelés visszaigazolás (Hefler Tamás) (9).eml
13635/26VRD1;2026.08.25;visszaigazolas;VRG-0130;SCHEZ9EUC312;Kiselosztó falonkívüli 3/36 átlátszó ajtóval IP40 PE/N sínnel Easy9 EU EZ9EUC312;1,00 db;1 db;10997,6;13967;;Rendelés visszaigazolás (Hefler Tamás) (9).eml
13635/26VRD1;2026.08.25;visszaigazolas;VRG-0134;SCHEZ9F57110;1C 10A 6kA Schneider EASY9 PRO EZ9F57110 kismegszakító;2,00 db;12 db;1063,2;2701;;Rendelés visszaigazolás (Hefler Tamás) (9).eml
13635/26VRD1;2026.08.25;visszaigazolas;VRG-0135;SCHEZ9F57113;1C 13A 6kA Schneider EASY9 PRO EZ9F57113 kismegszakító;3,00 db;12 db;980,8;3737;;Rendelés visszaigazolás (Hefler Tamás) (9).eml
13635/26VRD1;2026.08.25;visszaigazolas;VRG-0136;SCHEZ9F57116;1C 16A 6kA Schneider EASY9 PRO EZ9F57116 kismegszakító;3,00 db;12 db;920;3505;;Rendelés visszaigazolás (Hefler Tamás) (9).eml
13635/26VRD1;2026.08.25;visszaigazolas;VRG-0143;SCHEZ9F57320;3C 20A 6kA Schneider EASY9 PRO EZ9F57320 kismegszakító;1,00 db;4 db;3617,6;4594;;Rendelés visszaigazolás (Hefler Tamás) (9).eml
13635/26VRD1;2026.08.25;visszaigazolas;VRG-0147;SCHEZ9R49240;FI relé 40/2-0,03 EASY9 PRO, A osztály!!! EZ9R49240 Schneider;1,00 db;6 db;10704;13594;;Rendelés visszaigazolás (Hefler Tamás) (9).eml
13635/26VRD1;2026.08.25;visszaigazolas;VRG-0154;SCHR9XFH112;Fésűs sín 1P villás, 12 modul, 63A, RESI9 R9XFH112 Schneider;2,00 db;10 db;1272;3231;;Rendelés visszaigazolás (Hefler Tamás) (9).eml
15229/26VRD1;2026.09.17;visszaigazolas;VRG-0095;NYUGMFL20;Gégecső toldó 20 MFL20 Inset;10,00 db;50 db;85,12;1081;;Rendelés visszaigazolás (Hefler Tamás).eml
15229/26VRD1;2026.09.17;visszaigazolas;VRG-0055;JPR2058;J.P.2058 ütőcsúcs 20;1,00 db;1 db;1047,14;1330;;Rendelés visszaigazolás (Hefler Tamás).eml
13751/26VRD1;2026.08.27;beerkezes;VRG-0056;KAB1100065;EAYY-J 5x 16 /NAYY-J/ RE (0);30.00;fm;;;Hetényi;Rendelése megérkezett.eml
13751/26VRD1;2026.08.27;beerkezes;VRG-0021;ELTELSM32;Műa.cső ELS M32 Symalen 32 50fm/tek;100.00;fm;;;Hetényi;Rendelése megérkezett.eml
13751/26VRD1;2026.08.27;beerkezes;VRG-0192;VEZ1500067;H07V-K 1x10 kék (0);20.00;fm;;;Hetényi;Rendelése megérkezett.eml
13751/26VRD1;2026.08.27;beerkezes;VRG-0190;VEZ1500065;H07V-K 1x10 fekete (0);40.00;fm;;;Hetényi;Rendelése megérkezett.eml
13751/26VRD1;2026.08.27;beerkezes;VRG-0194;VEZ1500073;H07V-K 1x10 z/s (0);20.00;fm;;;Hetényi;Rendelése megérkezett.eml
13751/26VRD1;2026.08.27;beerkezes;VRG-0174;STI747;Érv.h. szig. 10/18 elefántcsont E10-18 STI747 Stilo;100.00;db;;;Hetényi;Rendelése megérkezett.eml
13751/26VRD1;2026.08.27;beerkezes;VRG-0101;OBO2005312;OBO X16 H25 GNP5 LGR Leágazódoboz f vezetéki sorkapoccsal 240x191x125 világosszürke 2005312;2.00;db;;;Hetényi;Rendelése megérkezett.eml
13751/26VRD1;2026.08.27;beerkezes;VRG-0102;OBO2022770;Tömszelence M32 +anya 15-21mm IP68 V-TEC VM32+ LGR szürke 2022770 OBO;8.00;db;;;Hetényi;Rendelése megérkezett.eml
13751/26VRD1;2026.08.27;beerkezes;VRG-0026;GEWDX15032R;Gégecső lépésálló 32/50 fekete (SGN) 750N FK15 DX15032R Gewiss;50.00;fm;;;Hetényi;Rendelése megérkezett.eml
13751/26VRD1;2026.08.27;beerkezes;VRG-0004;BELDE1583EVAGOS;Számítógép vezeték CAT5 E - UTP fali réz PVC (0) BELDEN 1583e;50.00;fm;;;Hetényi;Rendelése megérkezett.eml
13751/26VRD1;2026.08.27;beerkezes;VRG-0105;OBO2149022;Csőbilincs D-32 OBO M32 2955 /Mü.II/ Quick 2149022;20.00;db;;;Hetényi;Rendelése megérkezett.eml
13751/26VRD1;2026.08.27;beerkezes;VRG-0184;VEZ1000133;Számítógép vezeték CAT6 - UTP fali réz PVC (0) BITNER;50.00;fm;;;Hetényi;Rendelése megérkezett.eml
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0002;BEG92565;Jelenlét érzékelő süllyeszthető 360 PD2- M-1C-DE IP20 92565;1,00;db;25 399,66;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0004;BELDE1583EVAGOS;Számítógép vezeték CAT5 E -  UTP fali réz PVC  BELDEN 1583e  (0);40,00;fm;161,46;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0012;DEL1745;LED reflektor 30W mozgásérzékelős, sorkapoccsal, tömszelencével 4000K 2400lm IP65 120 fok  SMD, lapos, fekete delux DEL1745;1,00;db;7 559,40;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0020;EKP4377STANDARD;"SMR-M 230V kapcsoló alá szerelhető, Elko Ep, 4377 ; LED izzók és energiatakarékos fénycsövek fényerőszabályzására!";1,00;db;21 395,74;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0024;GEWDX15020R;Gégecső lépésálló 20/100 fekete 750N FK15 DX15020R Gewiss;200,00;fm;109,06;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0035;GEWGW40053BD;Kiselosztó falonkívüli 4soros, 72 modulos átlátszó ajtóval IP40 PE/N dupla sínnel GW40053BD;1,00;db;48 288,16;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0046;HENKKL54;Fővezeték sorkapocs 5P 4x1,5-25mm2 szürke-kék-z/s KKL 54 Hensel;1,00;db;9 618,96;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0057;KAB1400014;NYY-J  3x  1,5 (0) RE-TÖMÖR [ 0,6/1kV ] fekete erőátviteli kábel;30,00;fm;339,30;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0063;KIWA81004;Villámáram-levezető és túlfeszültség- védelmi készülék PO I 4 280V 12,5kA T1+T2+T3 (B+C+D) KIWA 81.004;1,00;db;32 929,40;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0073;LEG413102;LEGRAND 413102 OH kalapsínre szerelhető RJ45 port Cat6 árnyékolt (FTP) 250MHz - 1 Gigabit/s;2,00;db;2 226,12;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0077;LEG752101;Legrand 752101 Valena Life egypólusú kapcsoló 10 AX, fehér;3,00;db;1 790,10;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0078;LEG752106;Legrand 752106 Valena Life váltókapcsoló 10 AX, fehér;4,00;db;2 329,08;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0079;LEG752107;Legrand 752107 Valena Life keresztkapcsoló 10 AX, fehér;1,00;db;3 582,54;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0080;LEG753121;Legrand 753121 Valena Life 2P+F csatlakozóaljzat gyermekvédelem nélkül, rugós, fehér;25,00;db;1 790,10;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0081;LEG753142;Legrand 753142 Valena Life 1xRJ45 UTP Cat6 aljzat, fehér;1,00;db;4 891,38;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0082;LEG754001;Legrand 754001 Valena Life 1-es keret, fehér;20,00;db;484,38;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0083;LEG754002;Legrand 754002 Valena Life 2-es keret, tetszőleges, fehér;6,00;db;872,82;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0084;LEG754005;Legrand 754005 Valena Life 5-ös keret, tetszőleges, fehér;1,00;db;2 911,74;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0089;LEG782373;Legrand 782373 Forix 2P+F CSF csatlakozóaljzat csapfedéllel IP44, falon kívüli, biztonsági zsalus (GYV), csavaros, fehér;2,00;db;1 526,46;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0094;NVT10009;Sittes zsák vastag 90x55cm;5,00;db;131,14;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0098;OBO2000378;Kötődoboz 100x100x38 A14 OBO 2000378  sorkapocs nélkül PE IP55 világosszürke;4,00;db;496,91;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0099;OBO2003700;Műanyag doboz  65mm, perforált, sorolható, 46mm mély, UG 46 2003700 OBO;15,00;db;53,72;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0100;OBO2003702;Műanyag doboz  65mm, perforált, sorolható, 66mm mély, UG 66 2003702 OBO;10,00;db;83,74;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0103;OBO2149010;OBO Quick Csőbilincs  M20 2955 /Mü.II/ 2149010;100,00;db;31,60;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0116;PORA374K8RXL;Védőkesztyű, precíziós nitril, fekete, XL- es GP Grip 18 A374K8RXL Portwest;2,00;pár;1 127,70;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0133;SCHEZ9F57106;Kismegszakító 1C 6A 6kA EASY9 PRO EZ9F57106 Schneider;6,00;db;1 145,60;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0134;SCHEZ9F57110;Kismegszakító 1C 10A 6kA EASY9 PRO EZ9F57110 Schneider;7,00;db;1 063,20;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0136;SCHEZ9F57116;Kismegszakító 1C 16A 6kA EASY9 PRO EZ9F57116 Schneider;6,00;db;920,00;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0138;SCHEZ9F57206;Kismegszakító 2C 6A 6kA EASY9 PRO EZ9F57206 Schneider;1,00;db;2 628,80;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0145;SCHEZ9F57432;Kismegszakító 4C 32A 6kA EASY9 PRO EZ9F57432 Schneider;1,00;db;5 595,20;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0149;SCHEZ9R49440;EASY9 PRO áram-védőkapcsoló, A osztály, 4P, 40A, 30 mA EZ9R49440 Schneider;1,00;db;14 000,00;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0154;SCHR9XFH112;Fésűs sín villás,1P, 12 osztás  RESI9 R9XFH112 Schneider;5,00;db;1 272,00;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0158;SEZ1001081400;Kötődoboz sima falú 190x140x70 S- BOX 416  (400363) SEZ;4,00;db;1 975,63;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0159;SOM0889;Telefon Moduláris dugó 8P8C  Cat 5- hoz  CSAT-T004-FTP;5,00;db;102,92;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0161;SOMTS52WH;Telefon Moduláris dugó 8P8C-hez törésgátló  TS 52/WH fehér;5,00;db;48,14;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0164;STI1497;Kötődoboz 150x110x70 membrános, halogénmentes IP65 Stilo STI1497;4,00;db;963,20;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0173;STI746;Érvéghüvely szigetelt  10/12 elefántcsont E10-12 Stilo STI746;100,00;db;13,76;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0184;VEZ1000133;Számítógép vezeték CAT6 -  UTP fali réz PVC BITNER  (0);50,00;fm;170,17;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0205;VEZ2100001;NYM-J 3x 1,5  (50) 300/500V tömör installációs vezeték (MB-Cu, MBCu);50,00;fm;260,26;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0206;VEZ2100002;NYM-J 3x 1,5 szürke (100) 300/500V tömör installációs vezeték (MB-Cu, MBCu);100,00;fm;260,26;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0208;VEZ2100007;NYM-J 3x 2,5 szürke (100) 300/500V tömör installációs vezeték (MB-Cu, MBCu);100,00;fm;396,55;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0210;VEZ2100030;NYM-J 5x 1,5 szürke (0) 300/500V tömör installációs vezeték (MB-Cu, MBCu);50,00;fm;438,90;;;14408_26VRD1_Hefler_Tamás (1).pdf
14408/26VRD1;2026.09.07;pdf:Megrendelés visszaigazolás;VRG-0215;WAGO2273203;WAGO  COMPACT vezeték összekötő 3x0,5-2,5 mm2 tömör vezetékhez, átlátszó házban, narancssárga fedéllel 2273-203;100,00;db;47,45;;;14408_26VRD1_Hefler_Tamás (1).pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0148;SCHEZ9R49425;EASY9 PRO áram-védőkapcsoló, A osztály, 4P, 25A, 30 mA EZ9R49425 Schneider;1,00;db;10 973,30;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0136;SCHEZ9F57116;Kismegszakító 1C 16A 6kA EASY9 PRO EZ9F57116 Schneider;2,00;db;747,50;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0134;SCHEZ9F57110;Kismegszakító 1C 10A 6kA EASY9 PRO EZ9F57110 Schneider;6,00;db;863,85;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0135;SCHEZ9F57113;Kismegszakító 1C 13A 6kA EASY9 PRO EZ9F57113 Schneider;8,00;db;796,90;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0074;LEG601983;Legrand 601983 Plexo3 falon kívüli kiselosztó 3sor 36modul IP65;1,00;db;34 721,70;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0169;STI284;Fővezeték sorkapocs 2x 25/2x25mm2 szürke HLAK 25-1/2, STI284 Stilo;3,00;db;674,25;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0170;STI285;Fővezeték sorkapocs 2x 25/2x25mm2 kék HLAK 25-1/2, STI285 Stilo;1,00;db;696,75;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0171;STI286;Fővezeték sorkapocs 2x 25/2x25mm2 z/s HLAK 25-1/2, STI286 Stilo;1,00;db;696,75;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0212;WAGO221415;WAGO 221-415 vezeték összekötő sodrott 5-ös, átlátszó 0,2- 4mm2, 32A;25,00;db;197,83;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0144;SCHEZ9F57420;Kismegszakító 4C 20A 6kA EASY9 PRO EZ9F57420 Schneider;1,00;db;5 183,20;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0142;SCHEZ9F57316;Kismegszakító 3C 16A 6kA EASY9 PRO EZ9F57316 Schneider;1,00;db;2 872,35;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0190;VEZ1500065;H07V-K 1x 10 fekete (0) 450/750V hajlékony egyerű sodrott vezeték (M-kh, Mkh);4,00;fm;588,28;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0192;VEZ1500067;H07V-K 1x 10 kék (0) 450/750V hajlékony egyerű sodrott vezeték (M-kh, Mkh);2,00;fm;588,28;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0194;VEZ1500073;H07V-K 1x 10 zöld/sárga (0) 450/750V hajlékony egyerű sodrott vezeték (M-kh, Mkh);2,00;fm;588,28;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0195;VEZ1500087;H07V-K 1x 16 zöld/sárga (0) 450/750V hajlékony egyerű sodrott vezeték (M-kh, Mkh);6,00;fm;885,50;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0211;WAGO2212411;WAGO 221-2411 vezeték összekötő sodrott 2-es, 1P átmenő, átlátszó, max. 4 mm2, 32A;60,00;db;124,10;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0089;LEG782373;Legrand 782373 Forix 2P+F CSF csatlakozóaljzat csapfedéllel IP44, falon kívüli, biztonsági zsalus (GYV), csavaros, fehér;1,00;db;1 526,46;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0058;KAB1400016;NYY-J  3x  4 (0) RE-TÖMÖR [ 0,6/1kV ] fekete erőátviteli kábel;40,00;fm;764,40;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0146;SCHEZ9R49225;EASY9 PRO áram-védőkapcsoló, A osztály, 2P, 25A, 30 mA EZ9R49225 Schneider;1,00;db;10 209,60;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0155;SCHR9XFH312;Fésűs sín villás,3P, 12 osztás  RESI9  R9XFH312 Schneider;3,00;db;3 032,00;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0070;KOPPK90X55DHD;Parapet csatorna  90x55 fehér, PK 90X55 D HD Kopos (12 fm/köteg);4,00;fm;3 186,75;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0090;LEG782374;Legrand 782374 Forix 2x2P+F csatlakozóaljzat csapfedéllel IP44, biztonsági zsalus (GYV), falon kívüli, csavaros, fehér;1,00;db;2 804,88;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0032;GEWDX40125;Könyök  Mü.II. 25 IP40  szürke halogénmentes DX40125 Gewiss;5,00;db;254,20;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0033;GEWDX40325;Könyök Mü.II. 25 szürke vizsgálható, szétszedhető, halogénmentes IP40 DX40325 Gewiss;3,00;db;288,64;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0027;GEWDX24925;Mü.II.  cső PEP 25  szürke /3m   tokos végű RK9 DX24925 320N (51m/köteg);30,00;fm;169,40;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0104;OBO2149016;OBO Quick Csőbilincs  M25 2955 /MÜ.II/    2149016;100,00;db;39,00;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0072;LEG069742L;Plexo 55 falon kívüli 2x2P+F elővezetékezett vízszintes csatlakozóaljzat csapófedéllel, összeszerelt, szürke 069742L Legrand;1,00;db;8 221,98;;;58530_26VA_Hefler_Tamás.pdf
58530/26VA;2026.06.12;pdf:Ajánlat;VRG-0154;SCHR9XFH112;Fésűs sín villás,1P, 12 osztás  RESI9  R9XFH112 Schneider;1,00;db;1 272,00;;;58530_26VA_Hefler_Tamás.pdf
